Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Term_Months,Employment_Years,Existing_Loans,Dependents,Savings,Property_Value,Self_Employed,Education,Marital_Status,Loan_Status
35,110918,791,191253,48,29,4,4,54234,542251,No,Graduate,Single,Rejected
50,26485,785,409692,24,16,2,2,280344,232421,Yes,Graduate,Single,Rejected
54,116040,784,315869,24,12,3,3,275128,156402,Yes,Postgraduate,Single,Rejected
33,140094,736,200460,36,24,1,1,129910,692101,No,Graduate,Single,Approved
24,144848,494,87806,12,4,0,2,128930,762023,Yes,Graduate,Married,Rejected
38,138156,765,407101,84,14,4,4,96264,610918,No,Postgraduate,Married,Rejected
43,109064,375,13372,48,15,2,4,47092,816977,No,Graduate,Single,Rejected
53,31772,459,292908,84,9,2,4,54458,619875,Yes,Postgraduate,Married,Rejected
54,95688,789,221159,12,16,3,3,158120,287756,No,Graduate,Married,Rejected
54,32531,399,393098,36,26,1,5,18588,645473,Yes,Graduate,Married,Rejected
56,77564,415,121200,84,14,0,4,278600,501939,Yes,Postgraduate,Single,Rejected
55,139963,679,131156,72,25,2,1,238684,135925,No,Graduate,Married,Approved
37,115614,362,163090,72,7,4,0,212534,997497,No,Postgraduate,Married,Rejected
48,58635,431,307833,60,8,1,1,132307,34938,No,Graduate,Single,Rejected
34,45919,547,74929,60,8,4,3,225376,65510,Yes,Graduate,Married,Rejected
54,42900,694,290366,36,10,3,3,52592,935701,No,Graduate,Single,Rejected
31,57394,710,432173,60,26,0,1,68904,950524,Yes,Postgraduate,Married,Rejected
33,55030,727,180767,60,8,4,1,237863,593286,No,Graduate,Single,Rejected
53,87950,625,369424,24,21,0,1,78086,711277,No,Graduate,Single,Rejected
22,95889,845,10004,84,10,4,3,251397,257937,No,High School,Single,Approved
54,35559,674,125149,24,6,2,4,101588,433108,No,Graduate,Married,Rejected
49,97848,597,114969,24,27,5,5,65393,569818,No,High School,Married,Rejected
57,47557,578,35473,72,29,2,3,215279,842503,No,High School,Single,Approved
24,58008,595,336758,84,29,5,4,65807,362751,Yes,Postgraduate,Married,Rejected
32,34053,826,244755,84,22,3,1,251619,631601,No,Postgraduate,Single,Rejected
46,149634,414,92283,36,3,1,5,163477,374815,Yes,Graduate,Single,Rejected
48,61817,792,371557,72,18,0,5,127468,987917,No,Graduate,Married,Rejected
23,123426,356,180406,60,8,1,5,18444,935856,No,High School,Married,Rejected
40,24993,441,360053,84,2,1,5,54785,33281,No,Graduate,Married,Rejected
30,143652,708,22618,12,30,1,4,35295,769702,No,Graduate,Married,Approved
38,104412,377,397530,72,18,1,2,7225,816151,No,Postgraduate,Married,Rejected
47,68381,301,408060,48,12,1,0,232070,83980,No,Graduate,Single,Rejected
51,93747,334,299921,84,15,4,4,132464,580693,Yes,High School,Married,Rejected
47,33515,694,478984,60,3,1,0,26224,901514,No,Graduate,Married,Rejected
62,127301,517,141120,84,9,0,1,64528,868584,Yes,Graduate,Married,Rejected
21,36335,366,418171,72,25,5,0,62294,160018,No,Graduate,Married,Rejected
26,78724,368,132046,36,25,2,2,9618,456363,No,High School,Single,Rejected
31,22175,523,405502,24,30,1,5,222863,13661,Yes,Graduate,Married,Rejected
54,22405,660,139774,48,2,3,3,181590,205059,Yes,Graduate,Married,Rejected
59,72515,757,315154,72,17,0,0,71463,946802,Yes,High School,Single,Rejected
40,27341,593,53564,48,20,4,3,264298,632500,No,High School,Single,Rejected
41,44284,625,330758,48,10,2,3,160754,14363,Yes,Postgraduate,Married,Rejected
41,48002,502,113803,12,16,5,4,49559,824266,No,Graduate,Single,Rejected
38,110992,596,164971,72,16,2,0,193065,948009,No,Graduate,Married,Rejected
41,80452,560,347460,72,26,5,5,125940,871747,No,Graduate,Married,Rejected
39,78677,817,127453,84,21,2,4,214740,468751,No,Graduate,Married,Approved
24,111796,431,120465,24,11,5,5,197307,730649,No,Graduate,Married,Rejected
33,129460,624,411742,24,3,5,5,148416,456283,No,Graduate,Married,Rejected
38,101499,367,239884,24,7,3,0,73313,529528,No,Graduate,Single,Rejected
49,103525,425,232260,24,0,1,2,77565,25502,Yes,Graduate,Married,Rejected
45,82547,692,478327,60,25,4,2,96341,764534,No,Graduate,Single,Rejected
33,38941,701,42243,48,30,4,4,227047,334518,Yes,High School,Married,Approved
47,45019,635,171219,48,20,5,1,209963,629126,No,Graduate,Single,Rejected
39,35779,328,496256,48,10,5,3,222175,225935,No,Postgraduate,Married,Rejected
21,38426,344,309029,84,30,4,3,183316,950125,No,High School,Single,Rejected
58,82668,400,254400,36,28,1,0,285870,336047,No,High School,Single,Rejected
39,50183,525,163112,24,28,4,2,251335,704825,No,Postgraduate,Single,Rejected
21,86314,718,155353,60,5,4,4,29808,856819,No,Graduate,Single,Rejected
60,55927,561,172107,60,4,2,1,288349,855408,No,Graduate,Married,Rejected
37,26395,591,43874,72,26,5,0,212181,398810,Yes,Graduate,Married,Rejected
41,120050,511,402550,72,25,1,2,252106,663294,No,Graduate,Single,Rejected
42,25974,755,359582,36,14,0,1,121297,482469,No,Postgraduate,Married,Rejected
35,25150,535,9089,84,21,0,1,115605,415855,No,Graduate,Single,Rejected
59,97668,833,23501,84,18,0,4,152581,819468,No,Graduate,Single,Approved
59,69572,368,408206,36,29,3,4,169764,690005,Yes,High School,Married,Rejected
52,62811,545,402330,72,24,2,2,176975,130613,Yes,High School,Married,Rejected
24,104028,536,236661,72,14,4,4,286707,319157,Yes,High School,Single,Rejected
64,122978,630,468758,84,6,5,0,124219,614948,No,Graduate,Married,Rejected
65,74497,662,90364,48,25,2,3,198302,343231,No,High School,Single,Rejected
52,122300,830,331895,48,16,5,0,260165,951190,No,Postgraduate,Single,Rejected
24,42466,764,381149,48,20,1,5,47809,608338,No,Graduate,Single,Rejected
21,29550,528,241959,84,25,1,0,44083,520243,No,Graduate,Married,Rejected
53,73062,808,135382,48,28,2,1,120184,449541,No,Graduate,Single,Rejected
27,55394,681,213186,72,0,1,2,151023,484596,No,High School,Married,Rejected
29,80031,426,383949,84,13,2,2,177205,904567,No,Graduate,Single,Rejected
21,81550,413,185421,48,18,2,1,211556,594571,No,Graduate,Single,Rejected
36,118794,542,36736,72,21,5,0,73368,273034,No,Postgraduate,Single,Rejected
38,29487,444,90253,84,15,5,0,87865,466221,No,High School,Married,Rejected
26,75084,738,81619,24,29,2,3,225511,56203,No,Postgraduate,Married,Rejected
22,95809,637,496713,60,1,5,3,157138,149703,No,Graduate,Single,Rejected
29,50931,707,373088,24,20,0,2,297188,207369,No,Postgraduate,Married,Rejected
24,105291,467,349195,60,6,5,0,107723,217372,No,High School,Single,Rejected
65,99220,466,371966,12,11,5,5,237951,729934,No,Graduate,Single,Rejected
43,112284,832,79821,84,28,4,3,296084,528508,No,High School,Married,Approved
63,31366,464,136838,12,8,1,1,67365,838764,No,High School,Married,Rejected
65,138752,561,475712,84,16,4,0,114050,138849,No,Graduate,Single,Rejected
63,140525,560,474737,12,6,4,5,45368,251456,No,Graduate,Married,Rejected
28,51863,474,96580,60,13,2,4,229490,893862,No,High School,Married,Rejected
59,48329,395,171258,36,29,4,3,246676,309765,No,Graduate,Single,Rejected
45,134210,656,387391,24,23,2,1,12366,545324,No,Graduate,Married,Rejected
36,123293,669,43756,36,18,5,1,82221,122547,No,Graduate,Married,Approved
55,83818,441,126997,60,1,1,4,293118,904156,No,Graduate,Single,Rejected
37,130325,466,487926,48,7,5,3,4730,702810,No,Postgraduate,Married,Rejected
38,75123,618,330126,36,22,3,2,269705,244257,No,Postgraduate,Married,Rejected
47,112061,634,469309,84,27,4,1,33501,628141,No,Graduate,Married,Rejected
35,121684,773,436569,60,0,4,0,140345,332600,No,Graduate,Married,Rejected
37,123993,444,388929,12,1,4,2,27047,641647,No,Graduate,Married,Rejected
63,61371,353,410052,48,19,2,5,39741,27532,No,Graduate,Married,Rejected
25,78766,421,245967,12,30,5,1,275183,655526,No,High School,Single,Rejected
36,80325,423,102179,84,14,0,1,71473,827409,Yes,High School,Married,Rejected
35,60241,466,163932,36,14,2,4,262517,444813,No,Graduate,Single,Rejected
62,21676,321,359486,36,18,5,3,296250,704404,No,High School,Single,Rejected
54,126094,575,392426,24,1,2,3,72490,445599,Yes,Graduate,Married,Rejected
39,25282,707,100982,84,4,2,5,54633,818974,No,Graduate,Single,Rejected
28,46222,781,339793,24,21,1,4,119098,6911,No,High School,Married,Rejected
30,137399,598,484796,60,21,1,4,228588,451363,No,High School,Married,Rejected
25,81303,576,217187,72,22,3,5,271409,974957,No,High School,Married,Rejected
46,33376,621,227802,36,11,4,2,190838,297820,No,High School,Single,Rejected
42,85129,414,158259,12,12,3,2,36057,64663,No,Postgraduate,Married,Rejected
64,29431,571,331626,24,30,0,5,63789,352668,No,Postgraduate,Single,Rejected
43,53370,467,265123,12,21,1,4,194620,206691,Yes,High School,Married,Rejected
33,21937,735,79541,60,28,2,2,152996,572354,No,Graduate,Married,Rejected
29,110041,563,16440,72,21,1,0,179155,56407,No,High School,Married,Rejected
40,44601,549,372994,12,15,1,5,45833,706106,Yes,Postgraduate,Single,Rejected
48,125116,761,369994,12,7,5,4,65778,576356,No,Postgraduate,Single,Rejected
64,114791,738,103790,84,27,0,5,87017,869013,Yes,High School,Single,Approved
57,21067,641,473634,48,4,0,3,271464,322637,No,Postgraduate,Married,Rejected
44,98937,765,131200,60,27,4,3,26954,656253,No,Graduate,Single,Rejected
64,123556,357,228184,72,20,5,4,271206,204289,No,Graduate,Single,Rejected
53,33472,304,197718,24,10,1,3,166909,850261,No,Graduate,Single,Rejected
40,75015,564,292987,48,10,0,1,125215,498711,No,Postgraduate,Single,Rejected
50,53147,548,160625,36,22,3,0,21565,910481,No,Graduate,Married,Rejected
64,111396,394,407086,36,9,1,1,201861,226065,No,Graduate,Single,Rejected
29,74654,756,433245,24,12,2,4,213925,157876,No,Postgraduate,Married,Rejected
65,81808,616,473051,72,10,4,3,190656,366654,No,Postgraduate,Married,Rejected
37,72334,418,338850,84,26,1,5,117578,441459,No,Graduate,Married,Rejected
56,105667,501,229290,72,22,4,2,268878,269277,Yes,Postgraduate,Married,Rejected
34,25196,352,428413,60,18,4,1,124362,933348,No,High School,Married,Rejected
39,79600,616,294582,36,0,0,1,182230,574262,Yes,High School,Married,Rejected
27,107052,543,110267,36,20,0,3,173884,604033,No,High School,Married,Rejected
23,107960,393,320460,84,25,1,2,153610,454098,No,Graduate,Single,Rejected
53,99417,579,105545,36,10,4,4,283016,613795,Yes,Postgraduate,Single,Rejected
64,50593,391,392368,60,3,3,3,265136,134117,No,Graduate,Married,Rejected
52,130423,337,281017,36,0,5,0,179201,324876,No,Graduate,Married,Rejected
31,85059,712,234932,84,20,5,0,141033,288014,No,Graduate,Single,Rejected
62,138808,542,442523,24,5,0,4,45415,565555,No,Postgraduate,Single,Rejected
22,127041,663,285183,84,22,0,4,177171,515673,No,Postgraduate,Married,Rejected
46,90795,363,22350,24,15,0,0,275925,210036,No,Graduate,Single,Rejected
24,110386,500,242859,24,9,0,5,231788,127895,No,Postgraduate,Single,Rejected
37,64401,606,125519,48,10,4,5,209664,634272,No,Graduate,Single,Rejected
37,51593,474,361954,24,27,3,2,199327,988610,No,Postgraduate,Married,Rejected
48,30461,847,394445,12,15,0,4,137271,361066,No,High School,Single,Rejected
50,113220,398,194591,36,8,3,0,55930,737959,No,Postgraduate,Married,Rejected
60,55690,525,366123,84,11,4,2,179534,463994,No,Graduate,Married,Rejected
43,115360,848,444428,24,19,5,5,264581,554724,No,High School,Married,Rejected
44,88923,572,450651,84,16,2,2,224924,849416,No,Postgraduate,Married,Rejected
49,41826,485,67454,72,19,2,4,196705,599054,Yes,Graduate,Single,Rejected
24,140240,751,240411,84,10,2,1,261586,801398,No,High School,Married,Rejected
58,34553,804,480316,72,22,1,2,124565,400472,No,Graduate,Single,Rejected
49,128366,393,36487,72,0,3,4,158050,246462,Yes,Graduate,Married,Rejected
39,73165,606,120048,72,28,4,2,157997,379497,No,Graduate,Single,Rejected
47,140055,816,384303,60,24,1,3,256917,323248,Yes,High School,Married,Rejected
49,77454,473,390633,72,5,2,2,177460,135334,No,Postgraduate,Married,Rejected
56,26959,372,68334,60,9,2,1,199906,407975,No,Graduate,Married,Rejected
55,62715,444,150531,60,7,2,5,115646,172574,No,Graduate,Married,Rejected
26,49379,355,289849,48,21,5,2,260946,61296,No,High School,Married,Rejected
43,42674,543,28490,72,13,4,1,53725,608144,No,Graduate,Married,Rejected
59,29559,503,330360,60,22,2,0,16976,537689,No,Graduate,Single,Rejected
64,52252,315,194665,48,18,3,1,52658,978924,No,High School,Married,Rejected
28,46104,425,435242,36,23,2,2,186758,296823,Yes,High School,Married,Rejected
22,20551,765,88775,12,20,1,0,112379,234405,No,Graduate,Married,Rejected
33,85669,727,461612,60,30,2,5,12080,635311,No,Graduate,Single,Rejected
60,26607,650,374452,60,6,1,5,290492,328926,No,High School,Single,Rejected
41,96639,378,169332,48,6,5,0,81132,118446,No,High School,Married,Rejected
51,62973,800,88749,48,5,0,0,213580,683308,Yes,Graduate,Married,Approved
56,146142,678,225013,12,18,5,0,289425,215054,No,High School,Married,Rejected
58,49858,563,103774,24,10,4,2,66354,957766,No,Graduate,Married,Rejected
47,59367,604,383212,48,0,3,4,42782,382892,No,High School,Single,Rejected
56,98908,787,492764,84,5,2,1,236295,622355,No,High School,Single,Rejected
43,123428,424,310306,84,12,2,4,259905,647231,No,High School,Single,Rejected
41,119364,380,353919,12,24,2,4,47582,364873,No,Graduate,Married,Rejected
33,79851,474,360520,36,17,2,1,4204,46340,No,High School,Married,Rejected
57,76536,424,220624,72,1,1,3,248171,682733,No,High School,Single,Rejected
46,99584,647,303242,60,25,4,1,227995,991156,No,Graduate,Single,Rejected
60,144902,666,496322,60,16,1,3,228019,747628,No,High School,Single,Rejected
27,115959,834,278637,12,16,2,1,150509,776840,Yes,High School,Single,Rejected
59,38570,714,150507,84,1,1,5,154821,533167,No,Postgraduate,Single,Rejected
42,104585,551,346021,12,0,2,4,4818,76574,No,Graduate,Married,Rejected
59,55938,533,421478,60,11,0,4,124301,751342,No,Graduate,Married,Rejected
43,96455,657,41061,84,27,1,5,101081,873450,Yes,High School,Single,Rejected
50,117216,625,333719,48,11,4,1,161306,927554,No,Graduate,Single,Rejected
38,146215,364,451236,24,26,5,0,14319,71338,Yes,Graduate,Married,Rejected
62,71798,592,473933,36,28,0,3,172397,290732,No,Postgraduate,Single,Rejected
38,135283,623,400981,24,21,3,0,245816,810880,No,Graduate,Single,Rejected
30,133887,630,228689,24,4,1,3,14419,127729,No,Postgraduate,Single,Rejected
59,122410,828,202219,24,23,1,5,31817,216473,No,High School,Married,Approved
50,79718,434,277919,60,15,5,4,32058,636826,Yes,High School,Married,Rejected
46,74969,718,129678,24,15,3,3,74370,930558,Yes,Graduate,Married,Rejected
27,121725,429,247096,48,12,4,4,271801,852508,No,Graduate,Single,Rejected
27,149402,848,388934,48,25,0,1,137132,758957,No,Postgraduate,Single,Approved
25,101839,656,496108,48,6,3,5,121953,724191,Yes,Postgraduate,Married,Rejected
21,120582,821,44469,12,11,4,1,15085,929137,No,Postgraduate,Single,Approved
38,103084,759,66679,36,13,0,2,242875,620926,No,Graduate,Single,Approved
33,102537,794,435055,48,19,4,2,83265,311899,No,Graduate,Single,Rejected
45,65820,838,116407,24,8,4,1,126552,323997,No,High School,Single,Rejected
60,118235,560,259053,12,10,2,2,256430,748569,No,High School,Married,Rejected
28,114256,435,63008,60,10,1,5,54927,435797,No,Graduate,Single,Rejected
30,53218,526,483250,48,19,0,1,236779,134999,No,Graduate,Married,Rejected
52,29990,527,285118,24,24,2,0,28581,2668,No,High School,Married,Rejected
37,32778,557,154824,24,19,0,4,21399,467353,No,Postgraduate,Single,Rejected
58,60140,713,444963,72,1,2,1,120437,919494,No,High School,Married,Rejected
35,120196,519,167600,60,14,0,2,45033,721068,No,High School,Single,Rejected
35,107448,535,222500,12,17,1,5,58918,645952,Yes,High School,Single,Rejected
60,71606,319,325415,24,28,5,2,17001,932391,No,Graduate,Married,Rejected
40,131666,723,377676,36,29,5,2,148547,100438,No,Graduate,Single,Rejected
35,112334,712,99241,48,21,4,0,129917,93505,No,Graduate,Married,Approved
55,89344,688,121538,12,21,1,5,193125,973097,No,Postgraduate,Married,Approved
26,95012,644,405109,48,22,0,0,272506,131701,No,High School,Married,Rejected
50,79871,766,382276,48,28,1,5,112556,486922,Yes,High School,Married,Rejected
28,136445,488,295995,60,11,5,0,1021,24262,No,Graduate,Single,Rejected
51,102142,667,203462,36,6,0,1,28602,553653,No,High School,Married,Rejected
52,48940,684,317985,36,30,3,4,283242,313229,No,Graduate,Married,Rejected
65,108873,397,448084,84,28,3,0,216480,920510,Yes,High School,Married,Rejected
35,108956,569,436371,60,30,5,2,231605,715468,No,Graduate,Single,Rejected
38,143780,517,160157,48,11,0,2,109052,76416,Yes,Graduate,Married,Rejected
33,49590,320,243536,36,2,3,0,14158,389480,Yes,Graduate,Single,Rejected
44,71517,571,91327,48,9,4,5,229344,627226,Yes,Postgraduate,Single,Rejected
60,114592,459,41869,84,22,5,4,146176,949308,No,Graduate,Single,Rejected
34,87145,791,73131,12,24,0,4,148274,102522,No,High School,Single,Approved
48,49297,728,13829,60,8,2,5,242834,251519,No,Graduate,Single,Approved
31,47866,346,296273,60,26,3,4,72217,200548,Yes,Graduate,Single,Rejected
26,141909,522,424556,36,14,5,5,118570,23386,No,Graduate,Married,Rejected
45,53991,457,158274,72,29,5,2,75525,831719,No,Graduate,Married,Rejected
21,21907,346,466370,72,6,4,1,25838,328845,No,Postgraduate,Single,Rejected
45,100514,832,270695,12,3,0,3,218677,666225,No,Graduate,Single,Rejected
22,45938,650,162763,48,13,2,0,255820,580636,No,Graduate,Married,Rejected
52,96479,618,422587,36,23,4,0,183066,517267,Yes,Postgraduate,Married,Rejected
33,25810,530,54271,84,17,3,3,166455,35364,No,Graduate,Single,Rejected
53,130465,597,493780,84,23,5,3,87984,540072,Yes,Graduate,Single,Rejected
52,75600,744,374487,48,11,0,2,249117,841681,No,High School,Single,Rejected
44,142654,404,55026,12,27,3,2,33431,795285,No,Graduate,Single,Rejected
47,132367,598,155450,24,10,2,0,272710,613277,No,High School,Single,Rejected
24,78612,367,412897,36,2,0,5,263808,137343,No,High School,Single,Rejected
44,57705,837,65660,72,4,4,1,236806,779958,Yes,Graduate,Single,Approved
43,107668,340,483787,72,2,3,5,191901,684345,No,Graduate,Married,Rejected
49,37615,499,191009,36,28,5,0,112851,398091,No,High School,Married,Rejected
54,130564,847,497840,60,21,1,0,70463,466657,No,Graduate,Single,Rejected
41,95475,674,146002,24,5,4,0,139131,694201,No,High School,Single,Rejected
50,129054,705,231948,72,30,3,2,70525,326243,No,Graduate,Married,Rejected
46,115490,533,238396,72,23,1,0,47426,26979,No,Graduate,Married,Rejected
40,149186,807,96045,72,0,5,1,248670,14331,No,Graduate,Married,Approved
36,86273,541,400891,72,4,2,1,87386,726255,No,Postgraduate,Married,Rejected
23,106356,638,217959,36,20,0,1,193123,388213,No,Postgraduate,Married,Rejected
57,137667,319,229860,48,13,2,0,74019,335633,No,Postgraduate,Married,Rejected
60,68703,470,417261,12,8,2,3,42340,669628,No,High School,Married,Rejected
64,128447,515,67823,24,9,0,0,120069,19132,Yes,High School,Single,Rejected
45,79125,315,47331,60,19,4,3,20299,496152,No,Postgraduate,Married,Rejected
43,69681,582,26940,60,21,3,0,16074,418756,No,Graduate,Married,Rejected
64,97857,600,389471,84,27,2,1,252480,307674,Yes,Graduate,Married,Rejected
21,52567,464,52031,48,10,4,3,175338,17316,No,Postgraduate,Married,Rejected
53,141829,557,152730,12,26,1,1,23291,475211,No,High School,Single,Rejected
35,24418,652,48637,60,9,2,0,15104,641958,Yes,Graduate,Married,Rejected
37,62164,386,90056,60,22,4,2,68876,430357,No,High School,Married,Rejected
54,21986,825,201676,12,2,4,3,102146,598218,Yes,Postgraduate,Married,Rejected
37,118650,308,351838,24,27,5,0,80768,997641,Yes,High School,Single,Rejected
